0	2.000000e-03	1.000000e-01	0.000000e+00
1	2.000000e-03	1.000000e-01	0.000000e+00
2	2.000000e-03	1.000000e-01	0.000000e+00
3	4.000000e-03	2.000000e-01	0.000000e+00
4	4.000000e-03	2.000000e-01	0.000000e+00
5	6.000000e-03	3.000000e-01	0.000000e+00
6	6.000000e-03	3.000000e-01	0.000000e+00
7	1.000000e-02	5.000000e-01	0.000000e+00
8	1.200000e-02	6.000000e-01	0.000000e+00
9	1.200000e-02	6.000000e-01	0.000000e+00
10	1.600000e-02	8.000000e-01	0.000000e+00
11	1.800000e-02	9.000000e-01	0.000000e+00
12	2.200000e-02	1.100000e+00	0.000000e+00
13	2.200000e-02	1.100000e+00	0.000000e+00
14	2.600000e-02	1.300000e+00	0.000000e+00
15	3.000000e-02	1.500000e+00	0.000000e+00
16	3.600000e-02	1.800000e+00	0.000000e+00
17	4.400000e-02	2.200000e+00	0.000000e+00
18	5.600000e-02	2.800000e+00	0.000000e+00
19	6.400000e-02	3.200000e+00	0.000000e+00
20	7.400000e-02	3.700000e+00	0.000000e+00
21	8.600000e-02	4.300000e+00	0.000000e+00
22	9.800000e-02	4.900000e+00	0.000000e+00
23	1.100000e-01	5.500000e+00	0.000000e+00
24	1.200000e-01	6.000000e+00	0.000000e+00
25	1.320000e-01	6.600000e+00	0.000000e+00
26	1.460000e-01	7.300000e+00	0.000000e+00
27	1.620000e-01	8.100000e+00	0.000000e+00
28	1.820000e-01	9.100000e+00	0.000000e+00
29	1.980000e-01	9.900000e+00	0.000000e+00
30	2.160000e-01	1.080000e+01	0.000000e+00
31	2.320000e-01	1.160000e+01	0.000000e+00
32	2.520000e-01	1.260000e+01	0.000000e+00
33	2.720000e-01	1.360000e+01	0.000000e+00
34	2.900000e-01	1.450000e+01	0.000000e+00
35	3.100000e-01	1.550000e+01	0.000000e+00
36	3.300000e-01	1.650000e+01	0.000000e+00
37	3.520000e-01	1.760000e+01	0.000000e+00
38	3.760000e-01	1.880000e+01	0.000000e+00
39	4.000000e-01	2.000000e+01	0.000000e+00
40	4.320000e-01	2.160000e+01	0.000000e+00
41	4.600000e-01	2.300000e+01	0.000000e+00
42	4.900000e-01	2.450000e+01	0.000000e+00
43	5.200000e-01	2.600000e+01	0.000000e+00
44	5.480000e-01	2.740000e+01	0.000000e+00
45	5.780000e-01	2.890000e+01	0.000000e+00
46	6.080000e-01	3.040000e+01	0.000000e+00
47	6.380000e-01	3.190000e+01	0.000000e+00
48	6.740000e-01	3.370000e+01	0.000000e+00
49	7.060000e-01	3.540000e+01	1.000000e-01
50	7.420000e-01	3.720000e+01	1.000000e-01
51	7.740000e-01	3.880000e+01	1.000000e-01
52	8.120000e-01	4.080000e+01	2.000000e-01
53	8.520000e-01	4.280000e+01	2.000000e-01
54	8.880000e-01	4.470000e+01	3.000000e-01
55	9.280000e-01	4.670000e+01	3.000000e-01
56	9.640000e-01	4.870000e+01	5.000000e-01
57	1.004000e+00	5.080000e+01	6.000000e-01
58	1.046000e+00	5.290000e+01	6.000000e-01
59	1.084000e+00	5.500000e+01	8.000000e-01
60	1.124000e+00	5.710000e+01	9.000000e-01
61	1.162000e+00	5.920000e+01	1.100000e+00
62	1.204000e+00	6.130000e+01	1.100000e+00
63	1.242000e+00	6.340000e+01	1.300000e+00
64	1.280000e+00	6.550000e+01	1.500000e+00
65	1.316000e+00	6.760000e+01	1.800000e+00
